"","site","species","Girth (cm)"
"1481",3,"Cassia fistula",24.4
"1482",3,"Boswelia serrata",13
"1483",3,"Boswelia serrata",17
"1484",3,"Boswelia serrata",13.3
"1485",3,"Boswelia serrata",39.4
"1486",3,"Gardenia gummifera",12.2
"1487",3,"Boswelia serrata",22
"1488",3,"Boswelia serrata",13
"1489",3,"Boswelia serrata",43.4
"1490",3,"Boswelia serrata",34.5
"1491",3,"Boswelia serrata",34.2
"1492",3,"Buchnania latifolia",41.9
"1493",3,"Buchnania latifolia",39.6
"1494",3,"Buchnania latifolia",36
"1495",3,"Anogeissus latifolia",20
"1496",3,"Buchnania latifolia",19.5
"1497",4,"Cassia montana",6.5
"1498",4,"Cassia montana",8
"1499",4,"Cassia montana",5
"1500",4,"Cassia montana",5.5
"1501",4,"Anogeissus latifolia",9
"1502",4,"Anogeissus latifolia",7
"1503",4,"Anogeissus latifolia",8
"1504",4,"Anogeissus latifolia",15
"1505",4,"Anogeissus latifolia",10
"1506",4,"Anogeissus latifolia",12.9
"1507",4,"Anogeissus latifolia",11.9
"1508",4,"Anogeissus latifolia",16.4
"1509",4,"Anogeissus latifolia",9.5
"1510",4,"Anogeissus latifolia",11
"1511",4,"Cassia fistula",21.8
"1512",4,"Anogeissus latifolia",12.5
"1513",4,"Anogeissus latifolia",12.7
"1514",4,"Anogeissus latifolia",12.5
"1515",4,"Anogeissus latifolia",10
"1516",4,"Anogeissus latifolia",11
"1517",4,"Anogeissus latifolia",11
"1518",4,"Boswelia serrata",11
"1519",4,"Boswelia serrata",41.2
"1520",4,"Boswelia serrata",37.5
"1521",4,"Boswelia serrata",38
"1522",4,"Boswelia serrata",21.5
"1523",4,"Boswelia serrata",29
"1524",4,"Boswelia serrata",19.5
"1525",4,"Boswelia serrata",21.3
"1526",4,"Anogeissus latifolia",20.5
"1527",4,"Anogeissus latifolia",19.3
"1528",4,"Anogeissus latifolia",11
"1529",4,"Anogeissus latifolia",11.5
"1530",4,"Dolichandrone atrovirens",10
"1531",5,"Gimnosporia emarginata",4.7
"1532",5,"Gimnosporia emarginata",7
"1533",5,"Gimnosporia emarginata",4.5
"1534",5,"Gimnosporia emarginata",4
"1535",5,"Gimnosporia emarginata",4
"1536",5,"Gimnosporia emarginata",7.5
"1537",5,"Gimnosporia emarginata",6.5
"1538",5,"Gimnosporia emarginata",7
"1539",5,"Gimnosporia emarginata",7.5
"1540",5,"Gimnosporia emarginata",7
"1541",5,"Cassia montana",3.5
"1542",5,"Cassia montana",4
"1543",5,"Cassia montana",4.5
"1544",5,"Cassia montana",3
"1545",5,"Dolichandrone atrovirens",23
"1546",5,"Dolichandrone atrovirens",21.5
"1547",5,"Dolichandrone atrovirens",18.3
"1548",5,"Dolichandrone atrovirens",24
"1549",5,"Acacia chundra",31.5
"1550",5,"Acacia chundra",17.5
"1551",5,"Acacia chundra",23.5
"1552",5,"Acacia chundra",39.5
"1553",5,"Dolichandrone atrovirens",24.8
"1554",5,"Dolichandrone atrovirens",11.5
"1555",5,"Dolichandrone atrovirens",13.6
"1556",6,"Maytenus emarginata",8
"1557",6,"Soumida febrifuga",9.5
"1558",6,"Acacia chundra",2.8
"1559",6,"Soumida febrifuga",24
"1560",6,"Soumida febrifuga",17
"1561",6,"Soumida febrifuga",17.5
"1562",6,"Soumida febrifuga",12
"1563",6,"Soumida febrifuga",17
"1564",6,"Acacia chundra",17
"1565",6,"Acacia chundra",18
"1566",6,"Acacia chundra",24
"1567",7,"Pongamia pinnata",7
"1568",7,"Pterocarpus santalilnus",4
"1569",7,"Cassia fistula",11
"1570",7,"Cassia fistula",11
"1571",7,"Wrightia tinctoria",16.5
"1572",7,"Diospyros montana",22
"1573",7,"Diospyros montana",14
"1574",7,"Diospyros montana",15
"1575",7,"Diospyros montana",12
"1576",7,"Diospyros montana",15
"1577",8,"Ficus racemosa",4
"1578",8,"Dodonaea viscosa",8
"1579",8,"Dodonaea viscosa",4
"1580",8,"Ficus racemosa",3
"1581",8,"Ficus racemosa",3.5
"1582",8,"Ficus racemosa",3
"1583",8,"Ficus racemosa",2.5
"1584",8,"Dodonaea viscosa",5
"1585",8,"Albizia amara",8
"1586",8,"Albizia amara",4
"1587",8,"Albizia amara",5
"1588",8,"Albizia amara",2.5
"1589",8,"Albizia amara",2
"1590",8,"Pongamia pinnata",3.5
"1591",8,"Pongamia pinnata",4.5
"1592",8,"Anogeissus latifolia",11
"1593",8,"Soumida febrifuga",11
"1594",8,"Albizia amara",11.5
"1595",8,"Acacia chundra",13
"1596",8,"Soumida febrifuga",8
"1597",8,"Soumida febrifuga",9
"1598",8,"Soumida febrifuga",14
"1599",8,"Soumida febrifuga",12
"1600",8,"Soumida febrifuga",13
"1601",8,"Soumida febrifuga",22
"1602",9,"Dalbergia sissoo",1
"1603",9,"Pongamia pinnata",2.2
"1604",9,"Dalbergia sissoo",2.5
"1605",9,"Pongamia pinnata",2
"1606",9,"Syzygium jambola",2
"1607",9,"Acacia chundra",75
"1608",9,"Acacia chundra",39
"1609",9,"Acacia chundra",85
"1610",9,"Acacia chundra",27
"1611",9,"Anogeissus latifolia",105
"1612",9,"Soumida febrifuga",15
"1613",9,"Soumida febrifuga",75
"1614",9,"Soumida febrifuga",75
"1615",9,"Acacia chundra",23
"1616",9,"Acacia chundra",30
"1617",9,"Acacia chundra",25
"1618",9,"Anogeissus latifolia",13
"1619",9,"Anogeissus latifolia",12
"1620",10,"Gimnosporia emarginata",7
"1621",10,"Gimnosporia emarginata",3
"1622",10,"Gimnosporia emarginata",7
"1623",10,"Soumida febrifuga",19
"1624",10,"Soumida febrifuga",16
"1625",10,"Acacia chundra",15
"1626",10,"Tectonia grandis",1
"1627",10,"Wrightia tinctoria",22
"1628",10,"Dolichandrone atrovirens",32
"1629",10,"Dolichandrone atrovirens",33
"1630",10,"Wrightia tinctoria",23
"1631",10,"Wrightia tinctoria",17
"1632",10,"Wrightia tinctoria",15.5
"1633",10,"Dolichandrone atrovirens",30
"1634",10,"Dolichandrone atrovirens",47
"1635",10,"Dolichandrone atrovirens",20
"1636",10,"Dolichandrone atrovirens",23
"1637",10,"Dolichandrone atrovirens",29
"1638",2,"Cassia montana",3
"1639",2,"Cassia montana",3
"1640",2,"Cassia montana",2
"1641",2,"Cassia montana",2
"1642",2,"Cassia montana",2.5
"1643",2,"Cassia montana",3
"1644",2,"Cassia montana",2
"1645",2,"Dolichandrone atrovirens",17
"1646",2,"Dolichandrone atrovirens",23
"1647",2,"Dolichandrone atrovirens",18.5
"1648",2,"Dolichandrone atrovirens",18.5
"1649",2,"Dolichandrone atrovirens",28
"1650",2,"Dolichandrone atrovirens",28
"1651",2,"Dolichandrone atrovirens",28
"1652",2,"Wrightia tinctoria",30
"1653",2,"Dolichandrone atrovirens",25
"1654",3,"Dolichandrone atrovirens",16
"1655",3,"Dolichandrone atrovirens",24
"1656",3,"Dolichandrone atrovirens",15.5
"1657",3,"Dolichandrone atrovirens",18
"1658",3,"Dolichandrone atrovirens",21
"1659",3,"Dolichandrone atrovirens",29
"1660",3,"Dolichandrone atrovirens",28
"1661",3,"Dolichandrone atrovirens",25
"1662",3,"Dolichandrone atrovirens",24
"1663",3,"Dolichandrone atrovirens",18
"1664",3,"Dolichandrone atrovirens",18.5
"1665",3,"Dolichandrone atrovirens",27.5
"1666",3,"Dolichandrone atrovirens",22
"1667",3,"Dolichandrone atrovirens",22
"1668",3,"Dolichandrone atrovirens",29
"1669",3,"Dolichandrone atrovirens",24
"1670",3,"Dolichandrone atrovirens",21
"1671",4,"Cassia montana",3
"1672",4,"Cassia montana",3.5
"1673",4,"Cassia montana",3.5
"1674",4,"Cassia montana",2
"1675",4,"Dolichandrone atrovirens",5
"1676",4,"Dolichandrone atrovirens",7
"1677",4,"Dolichandrone atrovirens",5
"1678",4,"Dolichandrone atrovirens",21
"1679",4,"Dolichandrone atrovirens",27
"1680",4,"Dolichandrone atrovirens",26
"1681",4,"Dolichandrone atrovirens",15.5
"1682",4,"Dolichandrone atrovirens",20
"1683",4,"Dolichandrone atrovirens",16
"1684",4,"Dolichandrone atrovirens",26
"1685",4,"Dolichandrone atrovirens",16
"1686",4,"Dolichandrone atrovirens",27
"1687",4,"Dolichandrone atrovirens",29
"1688",4,"Wrightia tinctoria",42
"1689",5,"Cassia montana",3
"1690",5,"Cassia montana",3
"1691",5,"Cassia montana",4
"1692",5,"Cassia montana",4
"1693",5,"Cassia montana",3.5
"1694",5,"Cassia montana",2.5
"1695",5,"Cassia montana",2
"1696",5,"Cassia montana",1.5
"1697",5,"Cassia montana",4
"1698",5,"Cassia montana",3
"1699",5,"Cassia montana",4
"1700",5,"Cassia montana",4
"1701",5,"Cassia montana",2.5
"1702",5,"Dolichandrone atrovirens",43.5
"1703",5,"Dolichandrone atrovirens",29
"1704",5,"Dolichandrone atrovirens",29
"1705",5,"Dolichandrone atrovirens",32
"1706",5,"Dolichandrone atrovirens",53.5
"1707",5,"Dolichandrone atrovirens",17
"1708",5,"Dolichandrone atrovirens",33
"1709",5,"Dolichandrone atrovirens",26
"1710",5,"Dolichandrone atrovirens",20
"1711",5,"Dolichandrone atrovirens",16
"1712",5,"Dolichandrone atrovirens",27
"1713",5,"Dolichandrone atrovirens",26
"1714",6,"Cassia montana",6
"1715",6,"Cassia montana",6
"1716",6,"Cassia montana",3.5
"1717",6,"Cassia montana",3
"1718",6,"Cassia montana",3
"1719",6,"Cassia montana",2.5
"1720",6,"Cassia montana",2
"1721",6,"Dolichandrone atrovirens",2
"1722",6,"Dolichandrone atrovirens",55
"1723",6,"Dolichandrone atrovirens",30
"1724",6,"Dolichandrone atrovirens",37
"1725",6,"Dolichandrone atrovirens",39
"1726",6,"Dolichandrone atrovirens",40.5
"1727",6,"Dolichandrone atrovirens",25
"1728",6,"Dolichandrone atrovirens",35
"1729",6,"Dolichandrone atrovirens",32
"1730",6,"Dolichandrone atrovirens",17
"1731",6,"Dolichandrone atrovirens",15.5
"1732",6,"Dolichandrone atrovirens",32
"1733",6,"Dolichandrone atrovirens",17.5
"1734",7,"Cassia montana",2
"1735",7,"Cassia montana",2.5
"1736",7,"Cassia fistula",5
"1737",7,"Cassia fistula",3.5
"1738",7,"Cassia fistula",2
"1739",7,"Dolichandrone atrovirens",24.5
"1740",7,"Dolichandrone atrovirens",16
"1741",7,"Dolichandrone atrovirens",26
"1742",7,"Dalbergia paniculata",20
"1743",7,"Dolichandrone atrovirens",52
"1744",7,"Dolichandrone atrovirens",48
"1745",8,"Wrightia tinctoria",53
"1746",8,"Wrightia tinctoria",24
"1747",8,"Wrightia tinctoria",33
"1748",8,"Wrightia tinctoria",20
"1749",8,"Wrightia tinctoria",38
"1750",8,"Wrightia tinctoria",49
"1751",8,"Wrightia tinctoria",15
"1752",8,"Wrightia tinctoria",27
"1753",8,"Wrightia tinctoria",31
"1754",8,"Wrightia tinctoria",25
"1755",8,"Dolichandrone atrovirens",34.5
"1756",8,"Dolichandrone atrovirens",16
"1757",8,"Dolichandrone atrovirens",21
"1758",8,"Dolichandrone atrovirens",31
"1759",8,"Dolichandrone atrovirens",36
"1760",8,"Wrightia tinctoria",23
"1761",8,"Wrightia tinctoria",23.5
"1762",9,"Azadirachata indica",52
"1763",9,"Wrightia tinctoria",44
"1764",9,"Wrightia tinctoria",30
"1765",9,"Dolichandrone atrovirens",29
"1766",9,"Dolichandrone atrovirens",22
"1767",9,"Dolichandrone atrovirens",25
"1768",9,"Dolichandrone atrovirens",20
"1769",9,"Dolichandrone atrovirens",25
"1770",9,"Dolichandrone atrovirens",15
"1771",9,"Dolichandrone atrovirens",18
"1772",9,"Dolichandrone atrovirens",28
"1773",9,"Dolichandrone atrovirens",24
"1774",9,"Dolichandrone atrovirens",12
"1775",9,"Dolichandrone atrovirens",46
"1776",9,"Dolichandrone atrovirens",20
"1777",9,"Dolichandrone atrovirens",27
"1778",9,"Dolichandrone atrovirens",31
"1779",10,"Dolichandrone atrovirens",35
"1780",10,"Dolichandrone atrovirens",20
"1781",10,"Dolichandrone atrovirens",15
"1782",10,"Dolichandrone atrovirens",33
"1783",10,"Dolichandrone atrovirens",56
"1784",10,"Dolichandrone atrovirens",20
"1785",10,"Dolichandrone atrovirens",29
"1786",10,"Dolichandrone atrovirens",61
"1787",10,"Wrightia tinctoria",25
"1788",10,"Wrightia tinctoria",33
"1789",10,"Dolichandrone atrovirens",30
"1790",10,"Dolichandrone atrovirens",21
"1791",10,"Dolichandrone atrovirens",26
"1792",10,"Dolichandrone atrovirens",28
"1793",1,"Dolichandrone atrovirens",4
"1794",1,"Dolichandrone atrovirens",44
"1795",1,"Dolichandrone atrovirens",33
"1796",1,"Dolichandrone atrovirens",19
"1797",1,"Dolichandrone atrovirens",16
"1798",1,"Dolichandrone atrovirens",15
"1799",1,"Dolichandrone atrovirens",30
"1800",1,"Dolichandrone atrovirens",27
"1801",1,"Dolichandrone atrovirens",42.5
"1802",1,"Dolichandrone atrovirens",20
"1803",1,"Dolichandrone atrovirens",15
"1804",1,"Dolichandrone atrovirens",20
"1805",1,"Dolichandrone atrovirens",50
"1806",2,"Randia longispina",2
"1807",2,"Randia longispina",2.5
"1808",2,"Cassia auriculata",4
"1809",2,"Cassia auriculata",3
"1810",2,"Cassia auriculata",3.5
"1811",2,"Cassia auriculata",2.5
"1812",2,"Wrightia tinctoria",40
"1813",2,"Wrightia tinctoria",21
"1814",2,"Wrightia tinctoria",48
"1815",2,"Wrightia tinctoria",40
"1816",2,"Wrightia tinctoria",21
"1817",2,"Wrightia tinctoria",44
"1818",2,"Wrightia tinctoria",34
"1819",2,"Wrightia tinctoria",44.5
"1820",2,"Dolichandrone atrovirens",85
"1821",2,"Dolichandrone atrovirens",38
"1822",2,"Dolichandrone atrovirens",18
"1823",2,"Dolichandrone atrovirens",46
"1824",2,"Dolichandrone atrovirens",56
"1825",2,"Dolichandrone atrovirens",44
"1826",2,"Dolichandrone atrovirens",45
"1827",2,"Dolichandrone atrovirens",32
"1828",3,"Dolichandrone atrovirens",3
"1829",3,"Pongamia pinnata",3.5
"1830",3,"Cassia montana",2
"1831",3,"Cassia montana",2
"1832",3,"Cassia montana",5
"1833",3,"Cassia montana",4
"1834",3,"Cassia montana",4
"1835",3,"Cassia montana",3
"1836",3,"Cassia montana",2.5
"1837",3,"Dolichandrone atrovirens",53
"1838",3,"Dolichandrone atrovirens",42
"1839",3,"Dolichandrone atrovirens",33
"1840",3,"Dolichandrone atrovirens",34
"1841",3,"Wrightia tinctoria",15
"1842",3,"Dolichandrone atrovirens",30
"1843",3,"Dolichandrone atrovirens",17
"1844",3,"Wrightia tinctoria",29
"1845",3,"Dolichandrone atrovirens",50
"1846",3,"Dolichandrone atrovirens",35
"1847",3,"Dolichandrone atrovirens",17
"1848",3,"Dolichandrone atrovirens",60
"1849",3,"Dolichandrone atrovirens",20
"1850",4,"Wrightia tinctoria",32
"1851",4,"Wrightia tinctoria",34
"1852",4,"Wrightia tinctoria",36
"1853",4,"Dalbergia paniculata",26.5
"1854",4,"Wrightia tinctoria",40
"1855",4,"Wrightia tinctoria",39
"1856",4,"Wrightia tinctoria",24
"1857",4,"Wrightia tinctoria",41
"1858",4,"Wrightia tinctoria",37
"1859",4,"Wrightia tinctoria",42
"1860",5,"Cassia montana",3
"1861",5,"Cassia montana",3.5
"1862",5,"Cassia montana",4
"1863",5,"Cassia sophera",2.5
"1864",5,"Cassia montana",3
"1865",5,"Cassia montana",4
"1866",5,"Cassia montana",3
"1867",5,"Cassia montana",3
"1868",5,"Cassia montana",3.5
"1869",5,"Wrightia tinctoria",23
"1870",5,"Wrightia tinctoria",23
"1871",5,"Wrightia tinctoria",25
"1872",5,"Wrightia tinctoria",25
"1873",5,"Dolichandrone atrovirens",19
"1874",5,"Dolichandrone atrovirens",39
"1875",5,"Dolichandrone atrovirens",18
"1876",5,"Dolichandrone atrovirens",23
"1877",5,"Dolichandrone atrovirens",51
"1878",5,"Dolichandrone atrovirens",29
"1879",5,"Dolichandrone atrovirens",45
"1880",5,"Dolichandrone atrovirens",30
"1881",5,"Dolichandrone atrovirens",19
"1882",5,"Dolichandrone atrovirens",32
"1883",5,"Dolichandrone atrovirens",19
"1884",5,"Dolichandrone atrovirens",31
"1885",5,"Dolichandrone atrovirens",33
"1886",6,"Dolichandrone atrovirens",3.5
"1887",6,"Wrightia tinctoria",39
"1888",6,"Wrightia tinctoria",35
"1889",6,"Wrightia tinctoria",21
"1890",6,"Wrightia tinctoria",24
"1891",6,"Wrightia tinctoria",31
"1892",6,"Wrightia tinctoria",34
"1893",6,"Wrightia tinctoria",31
"1894",6,"Wrightia tinctoria",29
"1895",6,"Tectonia grandis",24
"1896",6,"Tectonia grandis",16
"1897",6,"Tectonia grandis",28
"1898",6,"Tectonia grandis",17
"1899",6,"Tectonia grandis",33
"1900",6,"Tectonia grandis",23
"1901",6,"Wrightia tinctoria",25
"1902",6,"Wrightia tinctoria",30
"1903",6,"Dalbergia paniculata",43
"1904",6,"Dalbergia paniculata",23
"1905",6,"Tectonia grandis",33
"1906",6,"Tectonia grandis",41
"1907",6,"Tectonia grandis",29
"1908",6,"Tectonia grandis",29
"1909",7,"Cassia montana",4
"1910",7,"Cassia montana",4
"1911",7,"Cassia montana",2
"1912",7,"Cassia montana",4
"1913",7,"Cassia montana",3
"1914",7,"Cassia montana",3
"1915",7,"Cassia montana",3
"1916",7,"Cassia montana",3
"1917",7,"Acacia chundra",25
"1918",7,"Wrightia tinctoria",36
"1919",7,"Wrightia tinctoria",37
"1920",7,"Wrightia tinctoria",28
"1921",7,"Wrightia tinctoria",15
"1922",7,"Dalbergia paniculata",62
"1923",7,"Dalbergia paniculata",30
"1924",7,"Dalbergia paniculata",50
"1925",7,"Wrightia tinctoria",62
"1926",7,"Acacia chundra",35
"1927",7,"Dalbergia paniculata",50
"1928",7,"Acacia chundra",45
"1929",7,"Acacia chundra",74
"1930",7,"Acacia chundra",26
"1931",7,"Wrightia tinctoria",46
"1932",7,"Acacia chundra",22
"1933",7,"Acacia chundra",15
"1934",7,"Cassia fistula",24
"1935",8,"Wrightia tinctoria",17
"1936",8,"Wrightia tinctoria",24
"1937",8,"Wrightia tinctoria",20
"1938",8,"Wrightia tinctoria",17
"1939",8,"Wrightia tinctoria",16
"1940",8,"Dolichandrone atrovirens",19
"1941",8,"Dolichandrone atrovirens",34
"1942",8,"Dolichandrone atrovirens",27
"1943",9,"Randia longispina",5
"1944",9,"Randia longispina",4
"1945",9,"Randia longispina",5
"1946",9,"Randia longispina",4.5
"1947",9,"Pongamia pinnata",19
"1948",9,"Pongamia pinnata",17
"1949",9,"Pongamia pinnata",24
"1950",9,"Pongamia pinnata",18
"1951",9,"Pongamia pinnata",19
"1952",9,"Pongamia pinnata",23
"1953",9,"Pongamia pinnata",27
"1954",9,"Pongamia pinnata",15
"1955",9,"Pongamia pinnata",28
"1956",9,"Pongamia pinnata",25
"1957",9,"Pongamia pinnata",20
"1958",9,"Pongamia pinnata",21
"1959",9,"Pongamia pinnata",19
"1960",9,"Pongamia pinnata",31
"1961",9,"Pongamia pinnata",32
"1962",9,"Pongamia pinnata",38
"1963",9,"Butea monosperma",95
"1964",9,"Butea monosperma",30
"1965",9,"Butea monosperma",37
"1966",9,"Butea monosperma",62
"1967",10,"Cassia montana",3
"1968",10,"Cassia montana",3
"1969",10,"Cassia montana",3
"1970",10,"Cassia montana",2.5
"1971",10,"Cassia montana",3
"1972",10,"Cassia montana",2
"1973",10,"Cassia montana",3
"1974",10,"Cassia montana",5
"1975",10,"Cassia montana",4
"1976",10,"Cassia montana",2
"1977",10,"Cassia montana",2.5
"1978",10,"Wrightia tinctoria",40
"1979",10,"Dolichandrone atrovirens",27
"1980",10,"Dolichandrone atrovirens",25
"1981",10,"Dolichandrone atrovirens",30
"1982",10,"Dolichandrone atrovirens",19
"1983",1,"Cassia fistula",4
"1984",1,"Cassia fistula",3
"1985",1,"Cassia fistula",2
"1986",1,"Cassia fistula",2
"1987",1,"Cassia fistula",2
"1988",1,"Tectonia grandis",3
"1989",1,"Dolichandrone atrovirens",18
"1990",1,"Dolichandrone atrovirens",20
"1991",1,"Tectonia grandis",27
"1992",1,"Tectonia grandis",58
"1993",1,"Tectonia grandis",18
"1994",1,"Pongamia pinnata",65
"1995",1,"Pongamia pinnata",60
"1996",1,"Pongamia pinnata",60
"1997",1,"Tectonia grandis",15
"1998",1,"Tectonia grandis",27
"1999",1,"Tectonia grandis",17.5
"2000",1,"Tectonia grandis",17
"2001",1,"Tectonia grandis",24
"2002",1,"Tectonia grandis",29
"2003",1,"Tectonia grandis",19
"2004",1,"Cassia fistula",16
"2005",1,"Cassia fistula",27
"2006",1,"Cassia fistula",23
"2007",1,"Cassia fistula",16
"2008",1,"Cassia fistula",24
"2009",1,"Cassia fistula",19
"2010",2,"Dolichandrone atrovirens",13
"2011",2,"Cassia montana",2
"2012",2,"Cassia montana",2
"2013",2,"Cassia montana",15
"2014",2,"Cassia montana",1
"2015",2,"Cassia montana",1
"2016",2,"Dolichandrone atrovirens",10
"2017",2,"Cassia montana",4
"2018",2,"Cassia montana",2
"2019",2,"Cassia montana",2.5
"2020",2,"Cassia montana",3
"2021",2,"Cassia montana",3
"2022",2,"Cassia montana",4
"2023",2,"Dolichandrone atrovirens",15
"2024",2,"Dolichandrone atrovirens",24
"2025",2,"Acacia chundra",26
"2026",2,"Acacia chundra",23
"2027",2,"Acacia chundra",20
"2028",2,"Dolichandrone atrovirens",21
"2029",2,"Dolichandrone atrovirens",28
"2030",2,"Dolichandrone atrovirens",15
"2031",2,"Dolichandrone atrovirens",19
"2032",2,"Dolichandrone atrovirens",29
"2033",2,"Dolichandrone atrovirens",19
"2034",2,"Dolichandrone atrovirens",19
"2035",2,"Dolichandrone atrovirens",17
"2036",2,"Dolichandrone atrovirens",26
"2037",2,"Dolichandrone atrovirens",25
"2038",2,"Dolichandrone atrovirens",15
"2039",2,"Dolichandrone atrovirens",18
"2040",2,"Dolichandrone atrovirens",15
"2041",2,"Dolichandrone atrovirens",19
"2042",2,"Dolichandrone atrovirens",15
"2043",2,"Dolichandrone atrovirens",31
"2044",2,"Dolichandrone atrovirens",24
"2045",2,"Dolichandrone atrovirens",18
"2046",2,"Dolichandrone atrovirens",15
"2047",2,"Dolichandrone atrovirens",22
"2048",2,"Dolichandrone atrovirens",17
"2049",2,"Dolichandrone atrovirens",28
"2050",2,"Dolichandrone atrovirens",21
"2051",3,"Dolichandrone atrovirens",27
"2052",3,"Dolichandrone atrovirens",15
"2053",3,"Dolichandrone atrovirens",17
"2054",3,"Dolichandrone atrovirens",22
"2055",3,"Dolichandrone atrovirens",24
"2056",3,"Dolichandrone atrovirens",21
"2057",4,"Dolichandrone atrovirens",5
"2058",4,"Dolichandrone atrovirens",4
"2059",4,"Dolichandrone atrovirens",2
"2060",4,"Dolichandrone atrovirens",5
"2061",4,"Dolichandrone atrovirens",16
"2062",4,"Dolichandrone atrovirens",16
"2063",4,"Dolichandrone atrovirens",15
"2064",4,"Tectonia grandis",20
"2065",4,"Dolichandrone atrovirens",20
"2066",4,"Dolichandrone atrovirens",21
"2067",4,"Dolichandrone atrovirens",17
"2068",4,"Dolichandrone atrovirens",21
"2069",4,"Dolichandrone atrovirens",20
"2070",4,"Tectonia grandis",17
"2071",4,"Tectonia grandis",16
"2072",4,"Tectonia grandis",16
"2073",4,"Dolichandrone atrovirens",20
"2074",5,"Dolichandrone atrovirens",15
"2075",5,"Tectonia grandis",17
"2076",5,"Dolichandrone atrovirens",16
"2077",5,"Dolichandrone atrovirens",19
"2078",5,"Dolichandrone atrovirens",20
"2079",5,"Dolichandrone atrovirens",28
"2080",5,"Dolichandrone atrovirens",18
"2081",5,"Tectonia grandis",22
"2082",5,"Tectonia grandis",16
"2083",5,"Tectonia grandis",19
"2084",5,"Dolichandrone atrovirens",21
"2085",5,"Dolichandrone atrovirens",22
"2086",5,"Dolichandrone atrovirens",19
"2087",5,"Dolichandrone atrovirens",17
"2088",5,"Dolichandrone atrovirens",26
"2089",5,"Acacia chundra",35
"2090",5,"Acacia chundra",30
"2091",6,"Cassia montana",5
"2092",6,"Cassia montana",3
"2093",6,"Cassia montana",4
"2094",6,"Cassia montana",3
"2095",6,"Cassia montana",2.5
"2096",6,"Lawsonia inermis",3
"2097",6,"Lawsonia inermis",3
"2098",6,"Lawsonia inermis",2
"2099",6,"Lawsonia inermis",2
"2100",6,"Flacortia sepiaria",5
"2101",6,"Flacortia sepiaria",3
"2102",6,"Flacortia sepiaria",3
"2103",6,"Tectonia grandis",28
"2104",6,"Tectonia grandis",27
"2105",6,"Dolichandrone atrovirens",18
"2106",6,"Dolichandrone atrovirens",19
"2107",6,"Dolichandrone atrovirens",15
"2108",6,"Dolichandrone atrovirens",15
"2109",6,"Dolichandrone atrovirens",20
"2110",6,"Dolichandrone atrovirens",16
"2111",6,"Dolichandrone atrovirens",18
"2112",6,"Dolichandrone atrovirens",25
"2113",6,"Dolichandrone atrovirens",17
"2114",6,"Dolichandrone atrovirens",23
"2115",6,"Dolichandrone atrovirens",18
"2116",6,"Dolichandrone atrovirens",20
"2117",6,"Acacia chundra",22
"2118",6,"Acacia chundra",35
"2119",6,"Acacia chundra",20
"2120",6,"Acacia chundra",26
"2121",6,"Tectonia grandis",17
"2122",6,"Tectonia grandis",15
"2123",6,"Butea monosperma",21
"2124",6,"Butea monosperma",22
"2125",6,"Butea monosperma",15
"2126",6,"Butea monosperma",21
"2127",6,"Tectonia grandis",15
"2128",6,"Dolichandrone atrovirens",24
"2129",7,"Dolichandrone atrovirens",2
"2130",7,"Dolichandrone atrovirens",14
"2131",7,"Dolichandrone atrovirens",1
"2132",7,"Dolichandrone atrovirens",5
"2133",7,"Dolichandrone atrovirens",3
"2134",7,"Dolichandrone atrovirens",6
"2135",7,"Dolichandrone atrovirens",8
"2136",7,"Dolichandrone atrovirens",30
"2137",7,"Dolichandrone atrovirens",17
"2138",7,"Dolichandrone atrovirens",15
"2139",7,"Dolichandrone atrovirens",16
"2140",7,"Dolichandrone atrovirens",17
"2141",7,"Dolichandrone atrovirens",16
"2142",7,"Butea monosperma",36
"2143",7,"Butea monosperma",19
"2144",7,"Butea monosperma",33
"2145",7,"Butea monosperma",23
"2146",7,"Wrightia tinctoria",54
"2147",7,"Wrightia tinctoria",15
"2148",7,"Wrightia tinctoria",19
"2149",7,"Dolichandrone atrovirens",35
"2150",7,"Dolichandrone atrovirens",23
"2151",7,"Dolichandrone atrovirens",18
"2152",7,"Dolichandrone atrovirens",16
"2153",8,"Cassia montana",4
"2154",8,"Cassia montana",3
"2155",8,"Cassia montana",2
"2156",8,"Cassia montana",1
"2157",8,"Cassia montana",1
"2158",8,"Cassia montana",1
"2159",8,"Dolichandrone atrovirens",15
"2160",8,"Dolichandrone atrovirens",16
"2161",8,"Dolichandrone atrovirens",16
"2162",8,"Dolichandrone atrovirens",20
"2163",8,"Dolichandrone atrovirens",15
"2164",8,"Dolichandrone atrovirens",16
"2165",8,"Dolichandrone atrovirens",22
"2166",8,"Dolichandrone atrovirens",22
"2167",8,"Dolichandrone atrovirens",22
"2168",8,"Dolichandrone atrovirens",21
"2169",8,"Dolichandrone atrovirens",19
"2170",8,"Dolichandrone atrovirens",32
"2171",8,"Dolichandrone atrovirens",19
"2172",8,"Dolichandrone atrovirens",19
"2173",9,"Butea monosperma",2
"2174",9,"Butea monosperma",2
"2175",9,"Butea monosperma",14
"2176",9,"Butea monosperma",1
"2177",9,"Butea monosperma",2
"2178",9,"Dolichandrone atrovirens",12
"2179",9,"Dolichandrone atrovirens",2
"2180",9,"Dolichandrone atrovirens",1
"2181",9,"Dolichandrone atrovirens",15
"2182",9,"Dolichandrone atrovirens",18
